Date,Temperature_C,pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Nitrate_mg_L,Turbidity_NTU,Feed_Intake_Percent,Growth_Rate_g_week,Mortality_Count_per_day,Disease_Outbreak
2025-07-13,27.75,7.2,7.98,0.3,11.67,12.14,79.9,1.74,4,0
2025-07-14,23.88,6.68,6.74,0.16,15.43,14.66,93.9,1.3,7,0
2025-07-15,32.46,5.86,3.93,4.01,50.6,83.96,30.6,0.72,28,1
2025-07-16,27.29,6.77,8.27,0.25,14.38,17.13,82.2,2.02,4,0
2025-07-17,25.99,6.93,8.5,0.48,9.0,14.42,69.5,1.74,5,0
2025-07-18,25.9,7.09,7.42,0.13,32.65,47.32,92.4,1.51,5,0
2025-07-19,32.43,5.51,3.2,1.16,86.79,94.65,42.2,0.31,21,1
2025-07-20,25.32,7.07,6.14,0.4,13.08,27.94,88.3,2.06,3,0
2025-07-21,24.8,6.86,8.72,0.47,7.98,42.91,78.9,1.78,4,0
2025-07-22,24.59,6.51,6.75,0.27,22.68,37.37,87.3,1.45,6,0
2025-07-23,22.28,6.89,6.49,0.8,23.99,32.17,78.3,2.2,4,0
2025-07-24,28.24,6.73,5.6,0.19,21.83,15.7,78.6,1.14,4,0
2025-07-25,26.39,6.91,9.14,0.53,9.63,42.91,69.9,1.77,5,0
2025-07-26,31.35,8.3,3.43,4.3,82.53,84.13,59.0,0.78,20,1
2025-07-27,23.85,7.02,5.5,0.8,14.25,45.38,78.3,1.35,5,0
2025-07-28,19.51,5.82,2.94,1.49,81.92,89.91,50.6,0.31,25,1
2025-07-29,27.65,6.74,9.5,0.12,12.57,33.06,78.8,2.05,5,0
2025-07-30,22.06,6.89,6.78,0.04,30.96,32.65,86.2,1.94,4,0
2025-07-31,26.01,6.66,5.62,0.12,8.69,13.39,95.3,1.18,6,0
2025-08-01,22.0,7.2,9.5,0.01,15.66,39.59,65.0,1.21,6,0
2025-08-02,25.1,6.76,8.83,0.05,26.02,20.31,81.3,1.66,5,0
2025-08-03,25.4,7.07,6.69,0.07,32.86,22.28,96.7,2.18,2,0
2025-08-04,23.28,7.41,9.5,0.18,13.31,28.56,100.0,1.31,2,0
2025-08-05,26.96,7.23,7.53,0.65,31.6,10.97,98.2,1.86,4,0
2025-08-06,21.85,6.88,9.5,0.02,10.06,28.24,80.5,2.05,4,0
2025-08-07,25.3,7.03,7.99,0.8,16.9,26.64,90.0,1.14,2,0
2025-08-08,26.96,7.26,6.61,0.04,27.68,13.92,100.0,1.59,4,0
2025-08-09,18.0,5.57,4.46,2.95,79.75,71.65,41.5,0.66,33,1
2025-08-10,26.86,7.09,8.03,0.16,11.18,26.11,77.9,1.77,2,0
2025-08-11,23.77,7.8,7.12,0.25,17.31,17.7,79.4,1.81,2,0
2025-08-12,21.69,6.61,8.8,0.31,26.42,21.7,99.6,1.5,4,0
2025-08-13,29.12,5.53,2.54,2.4,72.86,88.36,55.2,0.85,18,1
2025-08-14,21.64,7.1,8.87,0.18,24.87,38.27,99.3,1.72,2,0
2025-08-15,23.87,6.67,6.44,0.8,26.13,38.49,74.9,1.78,7,0
2025-08-16,23.68,6.79,8.94,0.1,25.02,45.83,93.9,2.46,5,0
2025-08-17,27.18,7.07,6.51,0.45,22.11,13.7,73.3,2.27,3,0
2025-08-18,18.0,8.44,4.5,3.94,83.29,90.48,49.0,0.81,22,1
2025-08-19,30.89,5.84,2.16,4.16,86.63,71.0,59.2,0.47,25,1
2025-08-20,21.49,6.87,9.5,0.25,28.79,20.92,96.1,1.83,8,0
2025-08-21,23.44,6.99,6.58,0.65,13.25,15.54,80.4,1.81,0,0
2025-08-22,23.07,7.6,6.29,0.27,15.5,27.76,82.6,1.22,6,0
2025-08-23,22.66,7.23,7.22,0.58,26.66,45.36,76.1,1.41,1,0
2025-08-24,25.01,7.24,6.16,0.35,14.54,17.07,87.8,1.56,7,0
2025-08-25,27.02,6.82,9.5,0.66,32.48,21.11,86.6,1.52,3,0
2025-08-26,22.81,6.86,8.88,0.03,26.15,24.41,87.6,1.39,6,0
2025-08-27,23.72,7.28,7.14,0.15,5.85,37.81,96.8,1.87,1,0
2025-08-28,26.45,6.58,5.5,0.8,26.72,26.47,94.0,1.85,2,0
2025-08-29,24.37,7.09,7.61,0.67,25.4,38.8,77.3,2.14,4,0
2025-08-30,18.0,8.22,3.76,3.37,86.3,70.38,45.3,0.7,11,1
2025-08-31,24.53,6.5,6.74,0.21,15.16,40.28,95.4,1.74,4,0
2025-09-01,26.26,6.88,9.5,0.03,16.88,49.33,81.5,1.57,5,0
2025-09-02,25.02,6.69,7.24,0.25,33.57,41.72,100.0,2.0,6,0
2025-09-03,26.18,6.93,7.81,0.01,27.93,33.24,71.5,1.55,1,0
2025-09-04,30.47,8.42,2.61,1.48,88.21,81.58,35.6,0.41,19,1
2025-09-05,24.48,6.96,6.85,0.04,5.87,14.51,100.0,1.5,8,0
2025-09-06,23.26,7.46,8.83,0.05,15.03,30.72,79.5,1.83,5,0
2025-09-07,21.28,6.86,8.4,0.01,29.14,34.62,86.9,1.44,4,0
2025-09-08,25.6,7.26,6.44,0.77,7.19,42.13,100.0,1.5,7,0
2025-09-09,21.98,6.5,6.88,0.03,7.25,23.9,96.0,1.81,3,0
2025-09-10,26.48,7.05,9.5,0.17,29.69,46.95,89.4,2.03,2,0
2025-09-11,31.98,5.86,3.2,4.23,93.63,77.59,35.3,0.7,30,1
2025-09-12,31.7,6.22,3.54,2.78,94.62,94.41,49.1,0.57,27,1
2025-09-13,30.29,8.22,2.25,2.18,67.06,76.3,44.0,0.45,34,1
2025-09-14,31.99,5.76,4.42,3.7,90.42,71.68,59.8,0.36,13,1
2025-09-15,18.77,5.59,3.54,1.03,84.92,82.77,36.4,0.52,39,1
2025-09-16,25.02,6.5,8.79,0.25,21.01,42.94,84.5,1.78,4,0
2025-09-17,22.21,7.08,7.78,0.12,16.72,39.63,88.9,2.2,4,0
2025-09-18,19.11,5.77,3.07,2.44,94.48,76.44,37.7,0.83,26,1
2025-09-19,25.99,7.17,7.37,0.07,14.35,22.31,82.3,1.15,5,0
2025-09-20,22.69,6.5,7.46,0.19,32.21,45.76,83.7,1.66,3,0
2025-09-21,18.0,5.77,3.02,3.42,59.0,94.06,40.5,0.81,10,1
2025-09-22,23.47,7.41,7.28,0.05,28.7,12.57,90.6,1.37,4,0
2025-09-23,22.97,7.12,9.5,0.12,23.99,12.01,83.0,1.38,4,0
2025-09-24,24.69,6.57,6.21,0.73,27.53,12.56,87.3,2.24,5,0
2025-09-25,29.82,6.05,4.35,3.32,89.21,88.96,40.8,0.66,26,1
2025-09-26,18.0,8.32,3.35,1.66,58.41,80.18,50.6,0.37,29,1
2025-09-27,23.47,7.11,9.5,0.14,34.34,27.38,88.7,1.67,7,0
2025-09-28,21.64,6.52,8.1,0.8,19.5,23.27,79.4,1.49,4,0
2025-09-29,18.03,8.34,3.95,1.05,86.76,70.52,34.5,0.44,24,1
2025-09-30,26.41,7.18,9.5,0.13,14.8,40.27,70.9,1.26,5,0
2025-10-01,18.0,8.27,3.14,1.09,75.67,77.74,55.2,0.65,11,1
2025-10-02,23.54,6.81,5.85,0.04,7.23,49.69,90.6,2.32,3,0
2025-10-03,18.62,8.34,2.5,4.02,64.46,94.63,34.7,0.61,16,1
2025-10-04,24.66,7.27,7.03,0.19,31.89,20.9,92.7,1.48,5,0
2025-10-05,21.71,7.1,8.63,0.29,23.78,21.85,98.3,1.59,2,0
2025-10-06,25.57,6.5,8.95,0.26,28.55,21.75,70.8,1.51,7,0
2025-10-07,26.77,6.9,9.5,0.11,20.11,16.47,77.2,1.62,2,0
2025-10-08,31.38,8.28,3.71,2.87,80.01,68.18,44.7,0.53,35,1
2025-10-09,21.02,6.99,9.5,0.49,24.49,28.71,83.5,1.13,3,0
2025-10-10,26.52,6.84,8.14,0.06,8.01,39.53,98.0,1.73,7,0
2025-10-11,18.0,6.09,3.41,1.97,54.3,65.77,35.2,0.81,33,1
2025-10-12,22.88,7.45,9.17,0.8,15.36,26.44,92.5,1.57,4,0
2025-10-13,23.04,6.71,6.34,0.4,5.24,31.57,78.3,1.95,7,0
2025-10-14,28.43,8.46,3.88,2.03,84.35,86.09,37.4,0.74,25,1
2025-10-15,23.44,7.15,9.06,0.29,27.55,18.56,81.2,1.42,4,0
2025-10-16,18.0,8.28,2.11,1.71,85.64,86.0,44.3,0.33,37,1
2025-10-17,25.58,6.91,7.03,0.33,21.51,14.88,93.7,2.0,2,0
2025-10-18,24.64,7.17,7.89,0.11,11.53,23.09,97.3,1.37,3,0
2025-10-19,24.96,7.24,9.29,0.26,19.64,17.46,82.2,1.83,2,0
2025-10-20,26.08,7.14,8.88,0.07,14.76,16.03,81.9,1.33,6,0
2025-10-21,27.12,6.65,8.11,0.14,19.04,26.78,83.9,2.18,4,0
2025-10-22,21.13,6.8,6.21,0.47,33.66,26.55,79.5,2.31,2,0
2025-10-23,23.7,6.84,8.49,0.12,19.44,33.87,92.0,1.22,1,0
2025-10-24,18.0,8.26,2.37,2.93,56.51,81.39,58.0,0.42,35,1
2025-10-25,30.57,8.25,3.56,2.48,75.05,67.46,50.6,0.88,38,1
2025-10-26,19.6,8.44,2.7,4.3,89.78,62.94,45.5,0.44,24,1
2025-10-27,23.5,6.74,8.66,0.1,8.52,36.15,66.0,2.16,3,0
2025-10-28,22.89,7.78,9.46,0.71,23.74,22.11,85.1,1.13,4,0
2025-10-29,19.24,6.03,3.79,2.7,69.14,74.89,56.2,0.54,29,1
2025-10-30,19.79,5.62,3.49,3.01,86.59,87.52,56.7,0.63,21,1
2025-10-31,31.32,5.9,3.33,4.3,80.66,82.6,51.3,0.85,39,1
2025-11-01,22.6,6.5,9.5,0.48,18.56,42.7,88.4,1.08,3,0
2025-11-02,18.0,8.4,2.66,2.09,73.76,67.56,56.5,0.35,13,1
2025-11-03,18.0,8.41,3.81,2.99,74.02,75.84,59.3,0.33,14,1
2025-11-04,29.29,5.95,2.59,2.76,91.68,88.53,39.7,0.89,15,1
2025-11-05,18.89,8.26,2.16,2.55,88.28,62.68,40.7,0.84,34,1
2025-11-06,25.24,6.76,7.55,0.04,16.51,47.61,92.6,1.82,1,0
2025-11-07,24.93,6.61,9.5,0.06,33.77,35.55,92.7,1.74,7,0
2025-11-08,18.0,8.28,3.05,1.35,51.91,83.59,46.1,0.57,10,1
2025-11-09,26.82,7.13,7.56,0.14,11.23,46.47,88.8,1.59,2,0
2025-11-10,21.46,7.21,6.98,0.37,16.55,19.84,75.2,1.17,2,0
2025-11-11,27.48,7.22,6.41,0.03,16.45,30.27,87.2,1.18,5,0
2025-11-12,23.0,6.61,8.05,0.64,13.91,42.94,81.8,1.47,7,0
2025-11-13,23.99,6.95,6.81,0.17,29.73,40.65,95.4,1.1,1,0
2025-11-14,24.29,6.89,7.43,0.39,22.01,17.86,76.3,2.09,5,0
2025-11-15,30.15,8.4,3.43,1.1,61.84,84.86,50.3,0.51,28,1
2025-11-16,26.79,6.76,5.5,0.03,8.37,39.07,86.4,1.87,3,0
2025-11-17,29.59,8.36,4.29,1.49,74.19,80.76,46.3,0.36,30,1
2025-11-18,26.43,7.02,7.69,0.25,24.81,43.34,78.7,1.96,5,0
2025-11-19,26.04,7.32,7.81,0.79,15.08,12.68,66.4,1.29,5,0
2025-11-20,18.0,5.78,3.45,1.35,63.79,77.53,37.0,0.63,31,1
2025-11-21,24.76,7.0,6.07,0.06,32.8,11.29,90.1,1.12,8,0
2025-11-22,23.98,6.82,7.99,0.09,6.4,27.29,89.9,1.76,5,0
2025-11-23,19.59,8.39,3.45,2.69,82.8,75.45,40.2,0.48,15,1
2025-11-24,24.64,6.86,6.72,0.1,12.45,37.39,80.0,1.76,5,0
2025-11-25,22.16,7.05,8.51,0.05,32.04,16.98,72.4,1.25,4,0
2025-11-26,24.15,7.48,6.66,0.32,32.35,25.18,86.8,1.55,5,0
2025-11-27,26.67,6.96,5.54,0.01,9.23,37.15,80.0,1.8,2,0
2025-11-28,31.85,6.05,4.32,2.22,64.81,80.0,37.4,0.69,17,1
2025-11-29,23.83,6.72,9.2,0.16,27.32,44.25,85.3,1.43,2,0
2025-11-30,21.98,7.2,9.5,0.17,21.2,17.9,85.7,1.0,4,0
2025-12-01,24.24,7.21,6.47,0.13,16.17,22.73,70.9,1.37,5,0
2025-12-02,25.83,7.69,5.5,0.69,34.1,35.38,83.0,1.74,4,0
2025-12-03,26.0,6.65,5.79,0.66,6.65,17.06,77.8,1.37,1,0
2025-12-04,28.1,6.64,9.5,0.19,13.0,23.79,93.3,1.8,3,0
2025-12-05,32.8,6.08,4.2,3.64,92.01,67.7,55.1,0.71,36,1
2025-12-06,24.11,7.12,8.46,0.25,11.12,46.11,74.8,1.53,3,0
2025-12-07,22.2,7.45,6.46,0.07,16.31,10.32,91.5,2.1,4,0
2025-12-08,31.7,8.21,3.31,2.02,76.77,60.96,31.9,0.74,30,1
2025-12-09,27.09,7.75,6.81,0.18,9.66,33.84,91.0,1.46,1,0
2025-12-10,20.04,6.13,3.54,1.33,85.14,94.7,45.9,0.71,31,1
2025-12-11,22.94,6.98,8.49,0.33,25.66,44.86,84.1,1.57,6,0
2025-12-12,28.36,7.19,7.8,0.12,10.96,44.19,89.6,1.56,2,0
2025-12-13,24.58,7.37,9.05,0.04,31.23,12.39,74.6,1.63,6,0
2025-12-14,18.5,6.21,3.79,1.46,92.33,91.5,40.4,0.37,37,1
2025-12-15,26.72,6.82,5.64,0.43,7.73,30.59,81.0,1.65,4,0
2025-12-16,24.38,7.01,8.62,0.23,28.42,22.59,90.1,1.69,2,0
2025-12-17,20.59,8.47,2.02,1.83,60.58,74.77,57.6,0.83,18,1
2025-12-18,20.29,8.48,3.43,1.4,90.9,66.96,52.3,0.83,30,1
2025-12-19,24.76,6.56,8.96,0.12,9.01,29.57,86.4,1.56,1,0
2025-12-20,30.82,5.97,3.02,2.74,51.82,91.25,59.9,0.41,12,1
2025-12-21,33.0,8.43,2.66,1.78,80.33,63.65,43.6,0.6,29,1
2025-12-22,26.3,7.45,8.65,0.31,20.59,37.27,69.3,1.61,0,0
2025-12-23,26.51,7.02,5.63,0.07,7.12,40.91,68.7,1.89,7,0
2025-12-24,30.91,8.24,4.22,2.59,64.19,92.94,55.5,0.81,27,1
2025-12-25,22.94,6.77,5.5,0.01,19.0,29.46,83.4,2.03,6,0
2025-12-26,25.6,7.02,7.19,0.26,27.72,20.64,95.7,1.92,0,0
2025-12-27,25.84,6.66,5.82,0.08,14.51,18.54,82.1,2.01,3,0
2025-12-28,24.32,7.08,7.66,0.09,11.19,15.44,92.7,1.38,4,0
2025-12-29,25.49,7.05,8.33,0.14,18.48,44.42,81.2,1.46,4,0
2025-12-30,28.64,6.99,6.98,0.1,30.83,29.53,75.1,1.9,3,0
2025-12-31,23.0,7.1,6.54,0.07,32.78,18.63,76.4,1.39,6,0
2026-01-01,26.61,6.72,6.54,0.41,34.33,33.79,76.9,1.73,5,0
2026-01-02,25.15,6.5,5.8,0.57,14.36,42.7,83.5,1.65,6,0
2026-01-03,25.51,6.9,7.61,0.25,25.15,27.26,98.5,1.46,3,0
2026-01-04,33.0,5.86,4.3,3.77,59.03,74.4,48.0,0.4,29,1
2026-01-05,21.68,6.15,2.76,4.1,82.57,83.44,54.0,0.45,21,1
2026-01-06,19.5,6.01,2.57,1.7,90.83,69.24,38.4,0.55,28,1
2026-01-07,27.67,6.78,7.94,0.09,32.57,36.8,95.9,1.93,6,0
2026-01-08,25.57,6.84,8.17,0.55,20.47,25.08,96.8,1.58,6,0
2026-01-09,27.38,6.97,8.67,0.06,6.43,19.86,86.8,1.36,1,0
2026-01-10,32.71,8.26,4.45,3.16,58.26,83.77,52.9,0.56,27,1
2026-01-11,29.1,6.62,7.33,0.06,30.52,38.12,88.3,1.58,5,0
2026-01-12,26.81,7.02,8.06,0.18,11.68,36.14,96.4,2.04,2,0
2026-01-13,27.88,7.37,9.5,0.01,27.86,13.98,69.8,1.44,6,0
2026-01-14,26.03,6.91,7.26,0.13,5.82,32.13,78.2,1.42,4,0
2026-01-15,18.59,5.9,4.33,3.58,81.23,71.79,33.1,0.64,20,1
2026-01-16,31.14,5.96,2.54,3.05,65.66,83.01,30.5,0.34,10,1
2026-01-17,24.94,6.99,6.63,0.16,22.82,44.53,75.0,1.06,5,0
2026-01-18,23.61,7.36,9.23,0.09,14.91,31.95,71.4,2.43,3,0
2026-01-19,29.64,6.5,7.04,0.06,18.37,19.77,91.1,1.17,2,0
2026-01-20,27.11,6.63,5.77,0.14,23.91,27.68,75.0,1.81,5,0
2026-01-21,18.87,8.49,3.21,2.84,81.59,93.95,43.0,0.54,22,1
2026-01-22,24.7,6.67,6.45,0.25,12.48,42.68,94.8,1.33,3,0
2026-01-23,22.72,5.6,2.89,3.36,82.82,84.17,33.4,0.69,13,1
2026-01-24,27.61,6.5,7.77,0.09,27.77,14.73,74.8,1.59,4,0
2026-01-25,32.92,8.29,3.16,4.24,50.44,68.66,33.1,0.76,19,1
2026-01-26,27.39,7.28,6.96,0.21,19.18,22.43,86.8,1.66,2,0
2026-01-27,27.17,6.89,8.65,0.26,7.32,20.31,82.2,1.52,6,0
2026-01-28,25.6,6.96,9.5,0.03,7.09,16.15,84.5,1.93,8,0
2026-01-29,32.07,8.36,2.2,1.55,61.25,77.1,51.0,0.89,26,1
2026-01-30,28.84,7.26,8.01,0.27,25.69,37.53,74.7,2.05,5,0
2026-01-31,22.37,8.47,4.21,1.86,54.3,75.42,50.3,0.41,19,1
2026-02-01,29.64,6.98,7.82,0.05,7.46,27.26,84.0,1.67,4,0
2026-02-02,29.65,7.0,5.5,0.16,10.16,24.33,79.5,1.53,6,0
2026-02-03,30.1,6.85,6.42,0.44,5.38,18.69,92.8,1.91,0,0
2026-02-04,28.3,6.76,8.22,0.31,7.52,17.25,100.0,1.6,2,0
2026-02-05,32.74,5.92,3.8,1.44,52.2,90.73,32.4,0.39,23,1
2026-02-06,29.29,6.88,6.82,0.27,21.17,36.52,94.0,1.58,4,0
2026-02-07,30.22,7.3,9.27,0.27,26.62,26.88,89.7,1.95,3,0
2026-02-08,28.31,6.53,6.92,0.01,29.81,34.31,84.5,1.9,4,0
2026-02-09,27.34,7.12,6.87,0.12,7.86,41.4,79.9,1.0,3,0
2026-02-10,28.74,7.05,7.17,0.4,28.27,42.35,89.4,1.64,2,0
2026-02-11,27.38,6.59,9.01,0.69,22.81,18.3,80.4,1.22,1,0
2026-02-12,30.35,6.81,7.87,0.18,6.74,31.79,76.2,1.97,3,0
2026-02-13,32.75,8.23,2.85,2.59,65.64,82.0,31.3,0.4,28,1
2026-02-14,30.4,6.61,9.38,0.12,17.73,15.82,80.3,2.01,6,0
2026-02-15,27.26,7.09,5.72,0.04,27.21,40.8,80.0,1.88,4,0
2026-02-16,26.89,7.16,5.5,0.74,34.2,20.49,82.2,1.71,2,0
2026-02-17,32.31,8.31,2.55,1.25,82.21,73.67,53.0,0.57,25,1
2026-02-18,25.91,7.35,8.96,0.71,33.76,11.03,73.8,1.6,3,0
2026-02-19,23.16,6.13,2.94,2.64,69.21,78.02,47.5,0.58,20,1
2026-02-20,28.28,7.11,7.53,0.02,19.64,40.96,88.4,1.38,4,0
2026-02-21,33.0,5.92,3.42,3.29,63.85,64.42,52.8,0.81,19,1
2026-02-22,30.58,6.5,7.14,0.18,30.46,40.35,75.7,1.2,3,0
2026-02-23,29.82,7.41,6.63,0.65,25.98,23.66,73.9,1.64,2,0
2026-02-24,20.43,5.84,2.11,2.48,88.67,64.71,55.4,0.66,17,1
2026-02-25,26.09,7.8,6.97,0.1,28.04,44.12,82.9,1.88,8,0
2026-02-26,30.18,6.99,9.5,0.66,15.39,24.77,84.1,2.0,4,0
2026-02-27,26.41,7.17,8.77,0.06,13.2,26.36,100.0,1.99,8,0
2026-02-28,21.87,8.42,3.7,3.4,59.77,94.45,55.3,0.77,21,1
2026-03-01,33.0,8.37,4.15,1.7,89.4,67.32,48.8,0.35,27,1
2026-03-02,33.0,5.59,2.06,3.51,54.96,87.63,35.0,0.51,37,1
2026-03-03,30.54,6.9,5.85,0.56,29.21,34.99,75.7,1.4,3,0
2026-03-04,24.87,6.62,5.92,0.09,16.97,42.31,100.0,1.73,5,0
2026-03-05,28.43,6.86,9.46,0.8,15.37,24.88,70.1,1.92,2,0
2026-03-06,25.9,7.04,7.62,0.05,14.34,42.01,89.9,1.29,2,0
2026-03-07,28.02,6.97,7.77,0.58,32.61,46.08,68.9,2.2,4,0
2026-03-08,27.8,7.48,8.89,0.01,22.05,25.94,73.3,1.7,6,0
2026-03-09,28.69,7.37,8.76,0.8,33.79,48.76,71.0,2.16,5,0
2026-03-10,30.86,6.89,5.63,0.23,11.76,48.97,81.1,1.94,4,0
2026-03-11,33.0,8.49,2.25,1.45,52.77,94.86,41.6,0.84,17,1
2026-03-12,27.46,7.01,6.95,0.12,5.04,22.32,77.7,1.24,5,0
2026-03-13,27.28,7.39,6.64,0.16,27.81,16.99,100.0,1.35,5,0
2026-03-14,26.55,6.5,9.5,0.54,26.9,39.97,83.5,1.28,7,0
2026-03-15,26.22,7.52,7.18,0.06,17.47,25.37,75.0,1.96,1,0
2026-03-16,29.41,6.85,8.3,0.26,19.0,26.79,83.5,1.99,5,0
2026-03-17,25.48,7.04,7.47,0.04,9.82,13.08,83.8,1.9,3,0
2026-03-18,20.97,8.3,2.3,3.73,66.37,85.76,45.4,0.74,24,1
2026-03-19,26.14,6.9,7.57,0.09,11.88,19.99,100.0,2.01,8,0
2026-03-20,33.0,5.61,3.28,3.2,68.84,74.65,31.2,0.56,30,1
2026-03-21,30.96,7.2,5.5,0.21,28.06,45.1,100.0,1.63,6,0
2026-03-22,32.14,6.01,3.74,3.59,61.66,72.04,59.7,0.52,10,1
2026-03-23,26.29,6.85,6.11,0.66,21.81,33.34,100.0,1.33,4,0
2026-03-24,25.8,6.9,7.04,0.76,18.25,39.71,88.7,1.21,6,0
2026-03-25,22.83,5.65,2.93,1.63,91.61,63.63,46.3,0.49,19,1
2026-03-26,28.62,6.5,7.18,0.31,33.43,11.65,86.9,1.92,6,0
2026-03-27,22.56,5.55,2.89,2.73,89.16,87.16,32.5,0.83,13,1
2026-03-28,20.12,5.69,2.27,2.27,76.11,66.76,54.1,0.75,10,1
2026-03-29,27.33,7.02,7.56,0.01,15.27,13.07,92.6,2.18,3,0
2026-03-30,32.54,5.96,3.6,2.6,68.01,80.75,44.7,0.48,14,1
2026-03-31,25.96,6.99,6.82,0.02,10.59,32.42,83.7,1.48,5,0
2026-04-01,33.0,5.59,3.42,1.12,73.11,81.33,35.7,0.46,11,1
2026-04-02,29.34,6.72,7.48,0.68,33.99,24.49,100.0,2.1,4,0
2026-04-03,32.32,8.41,2.15,2.31,53.49,80.88,49.4,0.52,28,1
2026-04-04,30.46,6.66,8.7,0.28,12.73,23.34,97.7,1.0,3,0
2026-04-05,33.0,8.5,3.87,2.07,92.82,85.0,39.8,0.47,24,1
2026-04-06,25.54,7.07,7.76,0.1,11.31,13.51,67.0,1.84,2,0
2026-04-07,26.83,7.29,6.7,0.46,31.75,32.52,96.7,1.21,1,0
2026-04-08,32.9,5.82,2.44,2.91,55.39,92.7,38.8,0.83,35,1
2026-04-09,30.23,7.04,7.16,0.16,30.98,47.56,81.5,1.58,6,0
2026-04-10,26.08,7.35,5.5,0.17,5.52,49.76,69.3,2.48,4,0
2026-04-11,25.15,7.02,8.55,0.77,28.49,17.23,97.8,1.86,6,0
2026-04-12,30.28,6.96,7.38,0.01,23.25,24.49,78.3,2.11,8,0
2026-04-13,29.69,7.32,7.99,0.8,15.46,43.32,90.9,2.02,5,0
2026-04-14,30.17,6.53,7.32,0.14,24.62,13.04,91.7,1.75,4,0
2026-04-15,20.63,5.52,3.47,3.74,83.58,61.77,56.8,0.44,15,1
2026-04-16,33.0,5.89,2.48,4.2,70.98,71.4,53.0,0.31,33,1
2026-04-17,28.36,6.87,5.5,0.01,26.59,43.35,78.0,2.07,2,0
2026-04-18,24.92,7.2,7.84,0.14,27.96,33.91,83.3,1.91,2,0
2026-04-19,33.0,5.71,2.01,2.41,58.41,81.85,50.4,0.59,24,1
2026-04-20,25.1,6.5,9.15,0.77,26.39,33.38,95.3,2.13,3,0
2026-04-21,20.82,5.92,2.29,2.75,85.75,82.85,37.0,0.56,24,1
2026-04-22,21.14,5.6,2.77,3.42,83.88,65.3,42.0,0.59,27,1
2026-04-23,25.08,7.16,9.36,0.18,7.75,34.77,91.4,1.78,2,0
2026-04-24,33.0,8.21,4.25,2.65,81.31,80.32,50.8,0.8,18,1
2026-04-25,27.83,7.07,5.69,0.67,11.94,17.59,87.6,1.7,8,0
2026-04-26,27.82,7.07,6.59,0.22,10.53,45.29,73.6,1.22,3,0
2026-04-27,20.57,6.18,4.3,2.89,81.75,72.52,52.5,0.67,22,1
2026-04-28,27.05,6.98,7.58,0.14,33.16,36.51,86.3,1.84,3,0
2026-04-29,28.96,7.09,8.32,0.19,7.6,12.28,78.6,1.03,1,0
2026-04-30,29.77,6.88,5.87,0.48,26.29,31.1,86.0,1.44,3,0
2026-05-01,27.81,7.28,5.55,0.23,22.89,26.63,83.0,1.67,5,0
2026-05-02,24.73,6.97,9.17,0.75,31.9,46.8,79.5,1.72,3,0
2026-05-03,21.77,6.09,3.43,4.07,58.81,65.84,47.3,0.58,18,1
2026-05-04,21.69,5.82,4.15,4.44,72.67,75.95,32.3,0.31,21,1
2026-05-05,29.46,7.46,8.72,0.32,8.43,21.64,77.2,1.89,5,0
2026-05-06,29.91,7.35,9.5,0.4,13.1,24.11,100.0,1.58,8,0
2026-05-07,29.14,7.28,7.91,0.65,8.25,27.13,89.1,1.69,2,0
2026-05-08,27.11,7.49,8.87,0.1,12.47,47.57,83.4,1.85,2,0
2026-05-09,32.55,5.66,4.46,1.86,66.94,70.54,33.3,0.59,27,1
2026-05-10,28.52,7.01,9.11,0.05,23.67,28.49,83.4,1.89,5,0
2026-05-11,31.56,8.2,4.46,2.62,76.88,65.61,38.7,0.67,15,1
2026-05-12,33.0,8.38,4.13,3.48,77.98,77.36,39.0,0.37,10,1
2026-05-13,28.92,6.98,7.36,0.8,11.98,11.39,75.2,1.83,1,0
2026-05-14,30.13,7.34,9.03,0.08,31.42,31.51,80.6,1.9,3,0
2026-05-15,32.99,8.31,2.1,3.63,92.71,72.2,35.4,0.62,24,1
2026-05-16,30.44,6.95,6.69,0.03,6.14,28.27,86.7,1.54,5,0
2026-05-17,32.58,8.41,2.45,3.21,77.71,79.28,37.5,0.52,24,1
2026-05-18,22.26,8.48,3.41,4.3,73.05,63.95,48.8,0.74,36,1
2026-05-19,29.22,6.53,6.9,0.12,15.25,48.37,83.0,2.12,3,0
2026-05-20,27.3,6.68,8.27,0.18,18.05,14.48,68.3,1.78,3,0
2026-05-21,26.73,6.75,9.5,0.34,26.39,47.41,88.5,2.11,2,0
2026-05-22,26.81,6.96,6.12,0.18,8.83,42.1,95.6,1.97,7,0
2026-05-23,27.55,7.28,8.62,0.05,18.32,17.07,75.5,1.84,5,0
2026-05-24,24.23,7.17,6.33,0.48,32.76,44.98,86.2,1.31,2,0
2026-05-25,24.87,6.5,7.55,0.06,27.5,18.18,74.3,2.1,2,0
2026-05-26,27.72,7.33,6.45,0.34,31.72,11.64,69.7,1.64,2,0
2026-05-27,33.0,8.27,4.33,3.64,85.54,63.67,55.1,0.54,22,1
2026-05-28,26.09,7.08,6.23,0.29,6.13,21.63,97.8,1.04,3,0
2026-05-29,27.03,6.98,5.76,0.04,12.69,48.94,84.8,2.03,4,0
2026-05-30,31.61,8.35,2.13,1.61,56.28,69.84,36.1,0.87,35,1
2026-05-31,24.03,7.8,5.69,0.02,21.67,41.65,68.9,1.85,5,0
